Probabilities:
Number: 1, Probability: 4.428900063357943e-06, Refund 119.997, Cost 0.0005314547209027632
Number: 35431, Probability: 10.954462259678783, Refund 13.707, Cost 150.15281419341707
Number: 35432, Probability: 10.956642374532521, Refund 13.704, Cost 150.14982710059368
Number: 35433, Probability: 10.95882280092087, Refund 13.701, Cost 150.14683119541687
Number: 35434, Probability: 10.961003538858872, Refund 13.698, Cost 150.14382647528885
Number: 35435, Probability: 10.963184588361525, Refund 13.695, Cost 150.1408129376111
Number: 35436, Probability: 10.965365949443878, Refund 13.692, Cost 150.1377905797856
Number: 35437, Probability: 10.967547622120938, Refund 13.689, Cost 150.13475939921352
Number: 35438, Probability: 10.969729606407707, Refund 13.686, Cost 150.13171939329587
Number: 35439, Probability: 10.971911902319187, Refund 13.683, Cost 150.12867055943343
Number: 35440, Probability: 10.974094509870374, Refund 13.68, Cost 150.1256128950267
Number: 35441, Probability: 10.976277429076259, Refund 13.677, Cost 150.122546397476
Number: 35442, Probability: 10.978460659951816, Refund 13.674, Cost 150.1194710641811
Number: 35443, Probability: 10.980644202512014, Refund 13.671, Cost 150.11638689254173
Number: 35444, Probability: 10.982828056771854, Refund 13.668, Cost 150.1132938799577
Number: 35445, Probability: 10.985012222746265, Refund 13.665, Cost 150.1101920238277
Number: 35446, Probability: 10.98719670045023, Refund 13.662, Cost 150.10708132155105
Number: 35447, Probability: 10.989381489898681, Refund 13.659, Cost 150.1039617705261
Number: 35448, Probability: 10.991566591106567, Refund 13.656, Cost 150.10083336815129
Number: 35449, Probability: 10.99375200408883, Refund 13.653, Cost 150.0976961118248
Number: 35450, Probability: 10.9959377288604, Refund 13.65, Cost 150.09454999894444
Number: 35451, Probability: 10.998123765436196, Refund 13.647, Cost 150.09139502690778
Number: 35452, Probability: 11.000310113831151, Refund 13.644, Cost 150.08823119311222
Number: 35453, Probability: 11.002496774060177, Refund 13.641, Cost 150.08505849495486
Number: 35454, Probability: 11.004683746138166, Refund 13.638, Cost 150.0818769298323
Number: 35455, Probability: 11.006871030080035, Refund 13.635, Cost 150.07868649514128
Number: 35456, Probability: 11.009058625900664, Refund 13.632, Cost 150.07548718827786
Number: 35457, Probability: 11.011246533614944, Refund 13.629, Cost 150.07227900663807
Number: 35458, Probability: 11.01343475323776, Refund 13.626, Cost 150.0690619476177
Number: 35459, Probability: 11.015623284783976, Refund 13.623, Cost 150.06583600861208
Number: 35460, Probability: 11.017812128268483, Refund 13.62, Cost 150.06260118701672
Number: 35461, Probability: 11.020001283706126, Refund 13.617, Cost 150.05935748022634
Number: 35462, Probability: 11.022190751111765, Refund 13.614, Cost 150.05610488563556
Number: 35463, Probability: 11.024380530500249, Refund 13.611, Cost 150.0528434006389
Number: 35464, Probability: 11.026570621886417, Refund 13.608, Cost 150.04957302263037
Number: 35465, Probability: 11.028761025285128, Refund 13.605, Cost 150.04629374900418
Number: 35466, Probability: 11.030951740711187, Refund 13.602, Cost 150.04300557715356
Number: 35467, Probability: 11.033142768179427, Refund 13.599, Cost 150.03970850447203
Number: 35468, Probability: 11.035334107704669, Refund 13.596, Cost 150.03640252835268
Number: 35469, Probability: 11.037525759301708, Refund 13.593, Cost 150.0330876461881
Number: 35470, Probability: 11.039717722985387, Refund 13.59, Cost 150.0297638553714
Number: 35471, Probability: 11.041909998770471, Refund 13.587, Cost 150.0264311532944
Number: 35472, Probability: 11.04410258667176, Refund 13.584, Cost 150.0230895373492
Number: 35473, Probability: 11.04629548670405, Refund 13.581, Cost 150.0197390049277
Number: 35474, Probability: 11.048488698882124, Refund 13.578, Cost 150.01637955342147
Number: 35475, Probability: 11.050682223220731, Refund 13.575, Cost 150.0130111802214
Number: 35476, Probability: 11.05287605973465, Refund 13.572, Cost 150.00963388271867
Number: 35477, Probability: 11.055070208438671, Refund 13.569, Cost 150.00624765830435
Number: 35478, Probability: 11.057264669347505, Refund 13.566, Cost 150.00285250436826
Number: 35479, Probability: 11.059459442475926, Refund 13.563, Cost 149.999448418301
Number: 35480, Probability: 11.061654527838671, Refund 13.56, Cost 149.9960353974924
Number: 35481, Probability: 11.063849925450487, Refund 13.557, Cost 149.99261343933225
Number: 35482, Probability: 11.066045635326072, Refund 13.554, Cost 149.98918254120957
Number: 35483, Probability: 11.068241657480172, Refund 13.551, Cost 149.9857427005138
Number: 35484, Probability: 11.0704379919275, Refund 13.548, Cost 149.98229391463377
Number: 35485, Probability: 11.072634638682771, Refund 13.545, Cost 149.97883618095813
Number: 35486, Probability: 11.074831597760676, Refund 13.542, Cost 149.97536949687506
Number: 35487, Probability: 11.077028869175932, Refund 13.539, Cost 149.97189385977293
Number: 35488, Probability: 11.079226452943214, Refund 13.536, Cost 149.96840926703933
Number: 35489, Probability: 11.081424349077206, Refund 13.533, Cost 149.96491571606182
Number: 35490, Probability: 11.083622557592603, Refund 13.53, Cost 149.9614132042279
Number: 35491, Probability: 11.085821078504054, Refund 13.527, Cost 149.95790172892433
Number: 35492, Probability: 11.08801991182624, Refund 13.524, Cost 149.95438128753807
Number: 35493, Probability: 11.090219057573824, Refund 13.521, Cost 149.95085187745568
Number: 35494, Probability: 11.092418515761443, Refund 13.518, Cost 149.9473134960632
Number: 35495, Probability: 11.094618286403774, Refund 13.515, Cost 149.94376614074702
Number: 35496, Probability: 11.096818369515415, Refund 13.512, Cost 149.9402098088923
Number: 35497, Probability: 11.09901876511103, Refund 13.509, Cost 149.9366444978849
Number: 35498, Probability: 11.101219473205237, Refund 13.506, Cost 149.93307020510994
Number: 35499, Probability: 11.103420493812655, Refund 13.503, Cost 149.92948692795227
Number: 35500, Probability: 11.105621826947909, Refund 13.5, Cost 149.92589466379675
Number: 35501, Probability: 11.107823472625606, Refund 13.497, Cost 149.9222934100278
Number: 35502, Probability: 11.110025430860333, Refund 13.494, Cost 149.91868316402932
Number: 35503, Probability: 11.112227701666699, Refund 13.491, Cost 149.91506392318544
Number: 35504, Probability: 11.114430285059285, Refund 13.488, Cost 149.91143568487962
Number: 35505, Probability: 11.116633181052693, Refund 13.485, Cost 149.90779844649555
Number: 35506, Probability: 11.118836389661475, Refund 13.482, Cost 149.90415220541598
Number: 35507, Probability: 11.12103991090021, Refund 13.479, Cost 149.9004969590239
Number: 35508, Probability: 11.123243744783462, Refund 13.476, Cost 149.89683270470195
Number: 35509, Probability: 11.125447891325797, Refund 13.473, Cost 149.89315943983246
Number: 35510, Probability: 11.12765235054175, Refund 13.47, Cost 149.88947716179737
Number: 35511, Probability: 11.129857122445886, Refund 13.467, Cost 149.88578586797874
Number: 35512, Probability: 11.132062207052718, Refund 13.464, Cost 149.88208555575778
Number: 35513, Probability: 11.134267604376797, Refund 13.461, Cost 149.87837622251607
Number: 35514, Probability: 11.136473314432655, Refund 13.458, Cost 149.87465786563467
Number: 35515, Probability: 11.13867933723478, Refund 13.455, Cost 149.87093048249397
Number: 35516, Probability: 11.140885672797719, Refund 13.452, Cost 149.8671940704749
Number: 35517, Probability: 11.143092321135956, Refund 13.449, Cost 149.86344862695748
Number: 35518, Probability: 11.145299282263988, Refund 13.446, Cost 149.85969414932157
Number: 35519, Probability: 11.147506556196335, Refund 13.443, Cost 149.85593063494733
Number: 35520, Probability: 11.14971414294746, Refund 13.44, Cost 149.85215808121384
Number: 35521, Probability: 11.151922042531847, Refund 13.437, Cost 149.84837648550044
Number: 35522, Probability: 11.15413025496398, Refund 13.434, Cost 149.8445858451861
Number: 35523, Probability: 11.156338780258324, Refund 13.431, Cost 149.84078615764955
Number: 35524, Probability: 11.158547618429331, Refund 13.428, Cost 149.83697742026908
Number: 35525, Probability: 11.160756769491464, Refund 13.425, Cost 149.8331596304229
Number: 35526, Probability: 11.162966233459166, Refund 13.422, Cost 149.82933278548893
Number: 35527, Probability: 11.165176010346888, Refund 13.419, Cost 149.8254968828449
Number: 35528, Probability: 11.167386100169058, Refund 13.416, Cost 149.8216519198681
Number: 35529, Probability: 11.169596502940099, Refund 13.413, Cost 149.81779789393553
Number: 35530, Probability: 11.171807218674468, Refund 13.41, Cost 149.81393480242463
Number: 35531, Probability: 11.174018247386524, Refund 13.407, Cost 149.81006264271113
Number: 35532, Probability: 11.176229589090724, Refund 13.404, Cost 149.80618141217207
Number: 35533, Probability: 11.178441243801462, Refund 13.401, Cost 149.8022911081834
Number: 35534, Probability: 11.180653211533127, Refund 13.398, Cost 149.79839172812083
Number: 35535, Probability: 11.18286549230011, Refund 13.395, Cost 149.79448326935997
Number: 35536, Probability: 11.185078086116802, Refund 13.392, Cost 149.7905657292762
Number: 35537, Probability: 11.187290992997568, Refund 13.389, Cost 149.78663910524443
Number: 35538, Probability: 11.189504212956797, Refund 13.386, Cost 149.78270339463967
Number: 35539, Probability: 11.19171774600885, Refund 13.383, Cost 149.77875859483643
Number: 35540, Probability: 11.193931592168067, Refund 13.38, Cost 149.77480470320873
Number: 35541, Probability: 11.196145751448828, Refund 13.377, Cost 149.770841717131
Number: 35542, Probability: 11.198360223865468, Refund 13.374, Cost 149.76686963397677
Number: 35543, Probability: 11.2005750094323, Refund 13.371, Cost 149.7628884511193
Number: 35544, Probability: 11.202790108163702, Refund 13.368, Cost 149.75889816593238
Number: 35545, Probability: 11.20500552007398, Refund 13.365, Cost 149.75489877578875
Number: 35546, Probability: 11.20722124517743, Refund 13.362, Cost 149.7508902780608
Number: 35547, Probability: 11.209437283488406, Refund 13.359, Cost 149.7468726701216
Number: 35548, Probability: 11.211653635021197, Refund 13.356, Cost 149.7428459493431
Number: 35549, Probability: 11.213870299790102, Refund 13.353, Cost 149.73881011309723
Number: 35550, Probability: 11.216087277809416, Refund 13.35, Cost 149.7347651587557
Number: 35551, Probability: 11.21830456909343, Refund 13.347, Cost 149.73071108369
Number: 35552, Probability: 11.220522173656416, Refund 13.344, Cost 149.7266478852712
Number: 35553, Probability: 11.222740091512668, Refund 13.341, Cost 149.7225755608705
Number: 35554, Probability: 11.224958322676425, Refund 13.338, Cost 149.71849410785816
Number: 35555, Probability: 11.227176867161981, Refund 13.335, Cost 149.71440352360503
Number: 35556, Probability: 11.22939572498357, Refund 13.332, Cost 149.71030380548098
Number: 35557, Probability: 11.231614896155445, Refund 13.329, Cost 149.70619495085595
Number: 35558, Probability: 11.233834380691853, Refund 13.326, Cost 149.70207695709965
Number: 35559, Probability: 11.236054178607036, Refund 13.323, Cost 149.69794982158155
Number: 35560, Probability: 11.238274289915207, Refund 13.32, Cost 149.69381354167055
Number: 35561, Probability: 11.240494714630605, Refund 13.317, Cost 149.68966811473578
Number: 35562, Probability: 11.242715452767428, Refund 13.314, Cost 149.68551353814553
Number: 35563, Probability: 11.244936504339908, Refund 13.311, Cost 149.6813498092685
Number: 35564, Probability: 11.247157869362233, Refund 13.308, Cost 149.6771769254726
Number: 35565, Probability: 11.249379547848608, Refund 13.305, Cost 149.67299488412573
Number: 35566, Probability: 11.251601539813223, Refund 13.302, Cost 149.6688036825955
Number: 35567, Probability: 11.253823845270261, Refund 13.299, Cost 149.6646033182492
Number: 35568, Probability: 11.256046464233894, Refund 13.296, Cost 149.66039378845383
Number: 35569, Probability: 11.258269396718301, Refund 13.293, Cost 149.65617509057637
Number: 35570, Probability: 11.260492642737653, Refund 13.29, Cost 149.6519472219834
Number: 35571, Probability: 11.262716202306095, Refund 13.287, Cost 149.6477101800411
Number: 35572, Probability: 11.264940075437774, Refund 13.284, Cost 149.6434639621154
Number: 35573, Probability: 11.267164262146851, Refund 13.281, Cost 149.63920856557235
Number: 35574, Probability: 11.269388762447468, Refund 13.278, Cost 149.6349439877775
Number: 35575, Probability: 11.271613576353746, Refund 13.275, Cost 149.630670226096
Number: 35576, Probability: 11.273838703879802, Refund 13.272, Cost 149.62638727789275
Number: 35577, Probability: 11.276064145039783, Refund 13.269, Cost 149.62209514053288
Number: 35578, Probability: 11.27828989984777, Refund 13.266, Cost 149.61779381138052
Number: 35579, Probability: 11.28051596831789, Refund 13.263, Cost 149.61348328780016
Number: 35580, Probability: 11.28274235046426, Refund 13.26, Cost 149.6091635671561
Number: 35581, Probability: 11.28496904630093, Refund 13.257, Cost 149.6048346468114
Number: 35582, Probability: 11.287196055842013, Refund 13.254, Cost 149.60049652413005
Number: 35583, Probability: 11.289423379101587, Refund 13.251, Cost 149.59614919647512
Number: 35584, Probability: 11.291651016093718, Refund 13.248, Cost 149.59179266120958
Number: 35585, Probability: 11.293878966832487, Refund 13.245, Cost 149.58742691569628
Number: 35586, Probability: 11.296107231331959, Refund 13.242, Cost 149.5830519572978
Number: 35587, Probability: 11.298335809606158, Refund 13.239, Cost 149.57866778337592
Number: 35588, Probability: 11.300564701669163, Refund 13.236, Cost 149.57427439129305
Number: 35589, Probability: 11.302793907535014, Refund 13.233, Cost 149.56987177841083
Number: 35590, Probability: 11.305023427217714, Refund 13.23, Cost 149.56545994209037
Number: 35591, Probability: 11.307253260731326, Refund 13.227, Cost 149.56103887969326
Number: 35592, Probability: 11.309483408089854, Refund 13.224, Cost 149.55660858858022
Number: 35593, Probability: 11.311713869307315, Refund 13.221, Cost 149.55216906611201
Number: 35594, Probability: 11.313944644397727, Refund 13.218, Cost 149.54772030964915
Number: 35595, Probability: 11.316175733375083, Refund 13.215, Cost 149.5432623165517
Number: 35596, Probability: 11.318407136253395, Refund 13.212, Cost 149.53879508417984
Number: 35597, Probability: 11.320638853046633, Refund 13.209, Cost 149.53431860989298
Number: 35598, Probability: 11.322870883768783, Refund 13.206, Cost 149.52983289105055
Number: 35599, Probability: 11.325103228433836, Refund 13.203, Cost 149.52533792501194
Number: 35600, Probability: 11.327335887055751, Refund 13.2, Cost 149.5208337091359
Number: 35601, Probability: 11.32956885964848, Refund 13.197, Cost 149.516320240781
Number: 35602, Probability: 11.331802146225995, Refund 13.194, Cost 149.51179751730578
Number: 35603, Probability: 11.33403574680224, Refund 13.191, Cost 149.50726553606836
Number: 35604, Probability: 11.336269661391157, Refund 13.188, Cost 149.50272429442657
Number: 35605, Probability: 11.338503890006708, Refund 13.185, Cost 149.49817378973844
Number: 35606, Probability: 11.34073843266279, Refund 13.182, Cost 149.4936140193609
Number: 35607, Probability: 11.342973289373337, Refund 13.179, Cost 149.48904498065122
Number: 35608, Probability: 11.345208460152278, Refund 13.176, Cost 149.4844666709664
Number: 35609, Probability: 11.347443945013497, Refund 13.173, Cost 149.4798790876628
Number: 35610, Probability: 11.349679743970942, Refund 13.17, Cost 149.4752822280973
Number: 35611, Probability: 11.351915857038469, Refund 13.167, Cost 149.47067608962553
Number: 35612, Probability: 11.354152284229984, Refund 13.164, Cost 149.4660606696035
Number: 35613, Probability: 11.356389025559388, Refund 13.161, Cost 149.4614359653871
Number: 35614, Probability: 11.35862608104054, Refund 13.158, Cost 149.45680197433143
Number: 35615, Probability: 11.360863450687308, Refund 13.155, Cost 149.45215869379152
Number: 35616, Probability: 11.363101134513576, Refund 13.152, Cost 149.44750612112253
Number: 35617, Probability: 11.365339132533187, Refund 13.149, Cost 149.44284425367886
Number: 35618, Probability: 11.367577444759997, Refund 13.146, Cost 149.43817308881492
Number: 35619, Probability: 11.369816071207866, Refund 13.143, Cost 149.433492623885
Number: 35620, Probability: 11.372055011890602, Refund 13.14, Cost 149.42880285624253
Number: 35621, Probability: 11.374294266822066, Refund 13.137, Cost 149.4241037832415
Number: 35622, Probability: 11.376533836016083, Refund 13.134, Cost 149.41939540223524
Number: 35623, Probability: 11.378773719486452, Refund 13.131, Cost 149.4146777105766
Number: 35624, Probability: 11.381013917247007, Refund 13.128, Cost 149.4099507056187
Number: 35625, Probability: 11.38325442931153, Refund 13.125, Cost 149.40521438471382
Number: 35626, Probability: 11.385495255693833, Refund 13.122, Cost 149.40046874521448
Number: 35627, Probability: 11.387736396407721, Refund 13.119, Cost 149.3957137844729
Number: 35628, Probability: 11.38997785146697, Refund 13.116, Cost 149.3909494998408
Number: 35629, Probability: 11.392219620885363, Refund 13.113, Cost 149.38617588866975
Number: 35630, Probability: 11.394461704676656, Refund 13.11, Cost 149.38139294831095
Number: 35631, Probability: 11.396704102854638, Refund 13.107, Cost 149.37660067611574
Number: 35632, Probability: 11.398946815433069, Refund 13.104, Cost 149.37179906943493
Number: 35633, Probability: 11.40118984242569, Refund 13.101, Cost 149.36698812561897
Number: 35634, Probability: 11.403433183846246, Refund 13.098, Cost 149.36216784201815
Number: 35635, Probability: 11.405676839708494, Refund 13.095, Cost 149.35733821598274
Number: 35636, Probability: 11.407920810026152, Refund 13.092, Cost 149.35249924486237
Number: 35637, Probability: 11.410165094812957, Refund 13.089, Cost 149.3476509260068
Number: 35638, Probability: 11.412409694082637, Refund 13.086, Cost 149.3427932567654
Number: 35639, Probability: 11.41465460784888, Refund 13.083, Cost 149.3379262344869
Number: 35640, Probability: 11.416899836125417, Refund 13.08, Cost 149.33304985652046
Number: 35641, Probability: 11.419145378925938, Refund 13.077, Cost 149.3281641202145
Number: 35642, Probability: 11.421391236264144, Refund 13.074, Cost 149.32326902291743
Number: 35643, Probability: 11.423637408153725, Refund 13.071, Cost 149.31836456197735
Number: 35644, Probability: 11.42588389460834, Refund 13.068, Cost 149.3134507347418
Number: 35645, Probability: 11.428130695641691, Refund 13.065, Cost 149.30852753855868
Number: 35646, Probability: 11.430377811267439, Refund 13.062, Cost 149.3035949707753
Number: 35647, Probability: 11.432625241499238, Refund 13.059, Cost 149.29865302873856
Number: 35648, Probability: 11.434872986350747, Refund 13.056, Cost 149.29370170979536
Number: 35649, Probability: 11.437121045835614, Refund 13.053, Cost 149.28874101129227
Number: 35650, Probability: 11.439369419967488, Refund 13.05, Cost 149.2837709305757
Number: 35651, Probability: 11.441618108759993, Refund 13.047, Cost 149.27879146499163
Number: 35652, Probability: 11.443867112226759, Refund 13.044, Cost 149.27380261188586
Number: 35653, Probability: 11.446116430381403, Refund 13.041, Cost 149.2688043686039
Number: 35654, Probability: 11.448366063237557, Refund 13.038, Cost 149.26379673249127
Number: 35655, Probability: 11.450616010808828, Refund 13.035, Cost 149.25877970089306
Number: 35656, Probability: 11.452866273108791, Refund 13.032, Cost 149.25375327115376
Number: 35657, Probability: 11.455116850151075, Refund 13.029, Cost 149.24871744061835
Number: 35658, Probability: 11.457367741949254, Refund 13.026, Cost 149.24367220663098
Number: 35659, Probability: 11.459618948516908, Refund 13.023, Cost 149.2386175665357
Number: 35660, Probability: 11.461870469867613, Refund 13.02, Cost 149.2335535176763
Number: 35661, Probability: 11.464122306014946, Refund 13.017, Cost 149.22848005739655
Number: 35662, Probability: 11.466374456972462, Refund 13.014, Cost 149.22339718303962
Number: 35663, Probability: 11.46862692275371, Refund 13.011, Cost 149.21830489194852
Number: 35664, Probability: 11.470879703372262, Refund 13.008, Cost 149.21320318146638
Number: 35665, Probability: 11.47313279884164, Refund 13.005, Cost 149.20809204893553
Number: 35666, Probability: 11.475386209175392, Refund 13.002, Cost 149.20297149169846
Number: 35667, Probability: 11.477639934387035, Refund 12.999, Cost 149.19784150709708
Number: 35668, Probability: 11.479893974490102, Refund 12.996, Cost 149.19270209247335
Number: 35669, Probability: 11.482148329498088, Refund 12.993, Cost 149.18755324516866
Number: 35670, Probability: 11.484402999424542, Refund 12.99, Cost 149.1823949625248
Number: 35671, Probability: 11.486657984282939, Refund 12.987, Cost 149.17722724188252
Number: 35672, Probability: 11.488913284086772, Refund 12.984, Cost 149.17205008058264
Number: 35673, Probability: 11.49116889884954, Refund 12.981, Cost 149.1668634759659
Number: 35674, Probability: 11.493424828584736, Refund 12.978, Cost 149.1616674253727
Number: 35675, Probability: 11.49568107330582, Refund 12.975, Cost 149.156461926143
Number: 35676, Probability: 11.497937633026256, Refund 12.972, Cost 149.15124697561657
Number: 35677, Probability: 11.500194507759526, Refund 12.969, Cost 149.14602257113327
Number: 35678, Probability: 11.502451697519088, Refund 12.966, Cost 149.1407887100325
Number: 35679, Probability: 11.50470920231837, Refund 12.963, Cost 149.13554538965303
Number: 35680, Probability: 11.506967022170834, Refund 12.96, Cost 149.130292607334
Number: 35681, Probability: 11.509225157089897, Refund 12.957, Cost 149.1250303604138
Number: 35682, Probability: 11.511483607089007, Refund 12.954, Cost 149.119758646231
Number: 35683, Probability: 11.51374237218159, Refund 12.951, Cost 149.11447746212377
Number: 35684, Probability: 11.516001452381042, Refund 12.948, Cost 149.10918680542974
Number: 35685, Probability: 11.518260847700784, Refund 12.945, Cost 149.10388667348664
Number: 35686, Probability: 11.520520558154217, Refund 12.942, Cost 149.0985770636319
Number: 35687, Probability: 11.522780583754749, Refund 12.939, Cost 149.0932579732027
Number: 35688, Probability: 11.52504092451576, Refund 12.936, Cost 149.08792939953588
Number: 35689, Probability: 11.527301580450638, Refund 12.933, Cost 149.0825913399681
Number: 35690, Probability: 11.529562551572747, Refund 12.93, Cost 149.07724379183563
Number: 35691, Probability: 11.531823837895471, Refund 12.927, Cost 149.07188675247477
Number: 35692, Probability: 11.534085439432157, Refund 12.924, Cost 149.0665202192212
Number: 35693, Probability: 11.536347356196181, Refund 12.921, Cost 149.06114418941084
Number: 35694, Probability: 11.538609588200877, Refund 12.918, Cost 149.05575866037893
Number: 35695, Probability: 11.540872135459596, Refund 12.915, Cost 149.05036362946066
Number: 35696, Probability: 11.543134997985682, Refund 12.912, Cost 149.04495909399114
Number: 35697, Probability: 11.545398175792453, Refund 12.909, Cost 149.0395450513048
Number: 35698, Probability: 11.54766166889324, Refund 12.906, Cost 149.03412149873614
Number: 35699, Probability: 11.549925477301343, Refund 12.903, Cost 149.02868843361924
Number: 35700, Probability: 11.552189601030099, Refund 12.9, Cost 149.02324585328827
Number: 35701, Probability: 11.554454040092788, Refund 12.897, Cost 149.0177937550767
Number: 35702, Probability: 11.556718794502713, Refund 12.894, Cost 149.01233213631798
Number: 35703, Probability: 11.558983864273165, Refund 12.891, Cost 149.00686099434537
Number: 35704, Probability: 11.561249249417438, Refund 12.888, Cost 149.00138032649193
Number: 35705, Probability: 11.563514949948795, Refund 12.885, Cost 148.99589013009023
Number: 35706, Probability: 11.565780965880501, Refund 12.882, Cost 148.9903904024726
Number: 35707, Probability: 11.568047297225837, Refund 12.879, Cost 148.98488114097154
Number: 35708, Probability: 11.570313943998045, Refund 12.876, Cost 148.97936234291882
Number: 35709, Probability: 11.572580906210383, Refund 12.873, Cost 148.97383400564627
Number: 35710, Probability: 11.57484818387608, Refund 12.87, Cost 148.96829612648514
Number: 35711, Probability: 11.577115777008407, Refund 12.867, Cost 148.9627487027672
Number: 35712, Probability: 11.579383685620542, Refund 12.864, Cost 148.95719173182266
Number: 35713, Probability: 11.581651909725753, Refund 12.861, Cost 148.9516252109829
Number: 35714, Probability: 11.583920449337237, Refund 12.858, Cost 148.9460491375782
Number: 35715, Probability: 11.586189304468203, Refund 12.855, Cost 148.94046350893876
Number: 35716, Probability: 11.588458475131851, Refund 12.852, Cost 148.93486832239455
Number: 35717, Probability: 11.59072796134139, Refund 12.849, Cost 148.9292635752755
Number: 35718, Probability: 11.592997763110008, Refund 12.846, Cost 148.92364926491115
Number: 35719, Probability: 11.595267880450876, Refund 12.843, Cost 148.9180253886306
Number: 35720, Probability: 11.597538313377175, Refund 12.84, Cost 148.9123919437629
Number: 35721, Probability: 11.599809061902079, Refund 12.837, Cost 148.90674892763698
Number: 35722, Probability: 11.60208012603875, Refund 12.834, Cost 148.90109633758132
Number: 35723, Probability: 11.60435150580033, Refund 12.831, Cost 148.89543417092403
Number: 35724, Probability: 11.606623201199989, Refund 12.828, Cost 148.88976242499345
Number: 35725, Probability: 11.60889521225087, Refund 12.825, Cost 148.8840810971174
Number: 35726, Probability: 11.611167538966072, Refund 12.822, Cost 148.87839018462296
Number: 35727, Probability: 11.613440181358776, Refund 12.819, Cost 148.87268968483815
Number: 35728, Probability: 11.615713139442075, Refund 12.816, Cost 148.86697959508965
Number: 35729, Probability: 11.617986413229087, Refund 12.813, Cost 148.8612599127043
Number: 35730, Probability: 11.620260002732923, Refund 12.81, Cost 148.85553063500876
Number: 35731, Probability: 11.62253390796668, Refund 12.807, Cost 148.8497917593293
Number: 35732, Probability: 11.62480812894347, Refund 12.804, Cost 148.8440432829922
Number: 35733, Probability: 11.627082665676369, Refund 12.801, Cost 148.8382852033232
Number: 35734, Probability: 11.629357518178463, Refund 12.798, Cost 148.83251751764797
Number: 35735, Probability: 11.631632686462828, Refund 12.795, Cost 148.8267402232919
Number: 35736, Probability: 11.63390817054253, Refund 12.792, Cost 148.82095331758003
Number: 35737, Probability: 11.636183970430626, Refund 12.789, Cost 148.81515679783726
Number: 35738, Probability: 11.638460086140178, Refund 12.786, Cost 148.80935066138832
Number: 35739, Probability: 11.640736517684246, Refund 12.783, Cost 148.8035349055577
Number: 35740, Probability: 11.64301326507584, Refund 12.78, Cost 148.79770952766924
Number: 35741, Probability: 11.645290328328034, Refund 12.777, Cost 148.7918745250473
Number: 35742, Probability: 11.64756770745382, Refund 12.774, Cost 148.7860298950151
Number: 35743, Probability: 11.649845402466251, Refund 12.771, Cost 148.7801756348965
Number: 35744, Probability: 11.652123413378318, Refund 12.768, Cost 148.77431174201436
Number: 35745, Probability: 11.654401740203035, Refund 12.765, Cost 148.76843821369175
Number: 35746, Probability: 11.656680382953416, Refund 12.762, Cost 148.7625550472515
Number: 35747, Probability: 11.658959341642444, Refund 12.759, Cost 148.75666224001594
Number: 35748, Probability: 11.661238616283104, Refund 12.756, Cost 148.75075978930727
Number: 35749, Probability: 11.66351820688839, Refund 12.753, Cost 148.74484769244765
Number: 35750, Probability: 11.665798113471276, Refund 12.75, Cost 148.73892594675877
Number: 35751, Probability: 11.668078336044696, Refund 12.747, Cost 148.73299454956174
Number: 35752, Probability: 11.670358874621666, Refund 12.744, Cost 148.72705349817852
Number: 35753, Probability: 11.672639729215096, Refund 12.741, Cost 148.72110278992952
Number: 35754, Probability: 11.674920899837959, Refund 12.738, Cost 148.71514242213593
Number: 35755, Probability: 11.677202386503172, Refund 12.735, Cost 148.7091723921179
Number: 35756, Probability: 11.679484189223693, Refund 12.732, Cost 148.70319269719604
Number: 35757, Probability: 11.681766308012437, Refund 12.729, Cost 148.6972033346903
Number: 35758, Probability: 11.68404874288232, Refund 12.726, Cost 148.6912043019204
Number: 35759, Probability: 11.68633149384627, Refund 12.723, Cost 148.68519559620609
Number: 35760, Probability: 11.688614560917188, Refund 12.72, Cost 148.67917721486663
Number: 35761, Probability: 11.690897944107965, Refund 12.717, Cost 148.67314915522098
Number: 35762, Probability: 11.6931816434315, Refund 12.714, Cost 148.66711141458808
Number: 35763, Probability: 11.695465658900678, Refund 12.711, Cost 148.66106399028652
Number: 35764, Probability: 11.697749990528388, Refund 12.708, Cost 148.65500687963475
Number: 35765, Probability: 11.7000346383275, Refund 12.705, Cost 148.64894007995088
Number: 35766, Probability: 11.70231960231088, Refund 12.702, Cost 148.64286358855279
Number: 35767, Probability: 11.70460488249137, Refund 12.699, Cost 148.6367774027579
Number: 35768, Probability: 11.706890478881842, Refund 12.696, Cost 148.63068151988386
Number: 35769, Probability: 11.709176391495147, Refund 12.693, Cost 148.6245759372479
Number: 35770, Probability: 11.711462620344104, Refund 12.69, Cost 148.61846065216668
Number: 35771, Probability: 11.71374916544156, Refund 12.687, Cost 148.61233566195708
Number: 35772, Probability: 11.71603602680033, Refund 12.684, Cost 148.60620096393538
Number: 35773, Probability: 11.71832320443324, Refund 12.681, Cost 148.6000565554179
Number: 35774, Probability: 11.720610698353113, Refund 12.678, Cost 148.59390243372079
Number: 35775, Probability: 11.722898508572733, Refund 12.675, Cost 148.5877385961594
Number: 35776, Probability: 11.725186635104912, Refund 12.672, Cost 148.58156504004944
Number: 35777, Probability: 11.72747507796244, Refund 12.669, Cost 148.57538176270617
Number: 35778, Probability: 11.729763837158092, Refund 12.666, Cost 148.5691887614444
